time,S1,S2,I1,I2,R1,R2,W1,W2
164.70000000000002,2794.288180666561,1834.230687735138,87.40690421250677,108.08049129791016,7104.096721677585,8041.605609747451,45.67221284278149,100.08075974425157
164.75,2793.321990328656,1833.0428557533317,87.27912352332345,107.91564776609974,7105.188509129769,8042.955585309942,45.630907757736765,100.01576887826074
164.8,2792.357186996669,1831.8567925052862,87.15155495254453,107.75109832339852,7106.2787006494955,8044.303502166975,45.589621640939455,99.95076994922374
164.85000000000002,2791.3937684154794,1830.6724949166069,87.02419810100992,107.58684236452723,7107.367298885748,8045.649363990878,45.548354541574504,99.88576310493917
164.9,2790.431732334171,1829.4899599191074,86.89705257034731,107.42287928557184,7108.454306482525,8046.993174446422,45.50710650859622,99.82074849279819
164.95000000000002,2789.4710765060263,1828.3091844507917,86.7701179629708,107.25920848398049,7109.539726078854,8048.334937190841,45.46587759072892,99.75572625978522
165,2788.5117986885175,1827.130165455846,86.6433938820802,107.09582935856118,7110.6235603087935,8049.67465587384,45.424667836467734,99.69069655247917
165.05,2787.553896643297,1825.952899884618,86.5168799316593,106.93274130947805,7111.70581180145,8051.012334137623,45.383477294079064,99.62565951705392
165.10000000000002,2786.597368136189,1824.777384693609,86.39057571647518,106.76994373824922,7112.786483180983,8052.347975616902,45.34230601160148,99.56061529927959
165.15,2785.6422109371833,1823.6036168454568,86.26448084207682,106.60743604774355,7113.8655770666155,8053.681583938916,45.30115403684626,99.4955640445232
165.20000000000002,2784.6884228204217,1822.43159330892,86.13859491479366,106.44521764217737,7114.943096072648,8055.0131627234505,45.26002141739801,99.43050589774954
165.25,2783.7360015641957,1821.2613110588682,86.01291754173498,106.28328792711234,7116.019042808461,8056.3427155828485,45.21890820061548,99.36544100352222
165.3,2782.7849449509304,1820.0927670762642,85.88744833078803,106.12164630945175,7117.0934198785335,8057.670246122035,45.17781443363206,99.3003695060043
165.35000000000002,2781.835250767183,1818.925958348153,85.76218689061746,105.96029219743819,7118.166229882444,8058.995757938526,45.13674016335657,99.23529154895942
165.4,2780.8869168036317,1817.7608818676479,85.63713283066379,105.79922500065052,7119.237475414884,8060.319254622451,45.09568543647387,99.17020727575256
165.45000000000002,2779.939940855065,1816.5975346339121,85.51228576114208,105.63844413000052,7120.307159065672,8061.640739756569,45.054650299445456,99.10511682935082
165.5,2778.9943207203764,1815.4359136521525,85.38764529304122,105.47794899773079,7121.375283419752,8062.960216916279,45.01363479851026,99.04002035232449
165.55,2778.050054202554,1814.2760159335983,85.26321103812207,105.31773901741099,7122.441851057219,8064.277689669646,44.972638979685115,98.97491798684773
165.60000000000002,2777.1071391086725,1813.1178384954935,85.13898260891685,105.15781360393562,7123.506864553313,8065.593161577411,44.931662888765594,98.9098098746996
165.65,2776.165573249887,1811.9613783610798,85.01495961872766,104.99817217352094,7124.570326478438,8066.906636193007,44.89070657132657,98.84469615726486
165.70000000000002,2775.2253544414184,1810.8066325595828,84.8911416816251,104.83881414370165,7125.632239398169,8068.2181170625845,44.849770072722805,98.77957697553471
165.75,2774.2864805025533,1809.653598126201,84.7675284124475,104.67973893332876,7126.6926058732615,8069.5276077250155,44.80885343808976,98.71445247010791
165.8,2773.3489492566287,1808.502272102088,84.64411942679924,104.52094596256596,7127.751428459662,8070.835111711918,44.76795671234406,98.64932278119139
165.85000000000002,2772.4127585310266,1807.352651534344,84.52091434104985,104.36243465288727,7128.808709708515,8072.140632547669,44.727079940184275,98.58418804860125
165.9,2771.4779061571676,1806.2047334759993,84.39791277233273,104.20420442707407,7129.864452166176,8073.4441737494235,44.686223166091544,98.51904841176369
165.95000000000002,2770.544389970497,1805.0585149859999,84.27511433854373,104.04625470921175,7130.91865837422,8074.74573882713,44.6453864343301,98.45390400971559
166,2769.6122078104827,1803.9139931291977,84.15251865834028,103.88858492468763,7131.971330869447,8076.045331283543,44.60456978894808,98.3887549811057
166.05,2768.6813575206015,1802.7711649763326,84.03012535113974,103.73119450018723,7133.0224721839,8077.342954614248,44.563773273778025,98.32360146419518
166.10000000000002,2767.751836948336,1801.6300276040224,83.9079340371186,103.57408286369214,7134.0720848448655,8078.638612307666,44.522996932437614,98.25844359685874
166.15,2766.823643945161,1800.4905780947497,83.785944337211,103.41724944447684,7135.120171374888,8079.93230784508,44.482240808330275,98.19328151658533
166.20000000000002,2765.89677636654,1799.3528135368445,83.66415587310748,103.26069367310552,7136.166734291779,8081.224044700645,44.441504944645715,98.12811536047892
166.25,2764.9712320719136,1798.216731024477,83.54256826725397,103.10441498142995,7137.211776108626,8082.513826341407,44.40078938436076,98.06294526525954
166.3,2764.047008924692,1797.0823276576377,83.42118114285017,102.94841280258579,7138.2552993338,8083.801656227319,44.36009417023978,97.99777136726394
166.35000000000002,2763.124104792249,1795.9496005421306,83.29999412384882,102.79268657099045,7139.29730647097,8085.087537811254,44.319419344835474,97.93259380244659
166.4,2762.2025175459116,1794.818546789556,83.17900683495417,102.63723572233992,7140.337800019105,8086.371474539023,44.2787649504894,97.86741270638045
166.45000000000002,2761.282245060952,1793.689163517297,83.05821890162053,102.48205969360566,7141.376782472492,8087.653469849396,44.238131029332614,97.80222821425768
166.5,2760.3632852165792,1792.5614478485102,82.93762995005166,102.3271579230324,7142.414256320737,8088.933527174107,44.19751762328638,97.7370404608908
166.55,2759.445635895933,1791.4353969121075,82.81723960719879,102.17252985013457,7143.450224048781,8090.211649937881,44.15692477406266,97.67184958071314
166.60000000000002,2758.5292949860723,1790.3110078427483,82.69704750075992,102.01817491569405,7144.484688136903,8091.48784155844,44.116352523164856,97.60665570778
166.65,2757.614260377972,1789.188277780823,82.57705325917851,101.86409256175715,7145.517651060737,8092.762105446526,44.07580091188838,97.54145897576933
166.70000000000002,2756.7005299665097,1788.0672038724392,82.45725651164183,101.7102822316314,7146.5491152912755,8094.034445005917,44.035269981321235,97.4762595179825
166.75,2755.7881016504607,1786.9477832694133,82.33765688808029,101.55674336988345,7147.579083294879,8095.304863633435,43.99475977234474,97.4110574673453
166.8,2754.8769733324884,1785.8300131292522,82.21825401916568,101.40347542233548,7148.607557533289,8096.573364718974,43.954270325634006,97.3458529564086
166.85000000000002,2753.9671429191376,1784.713890615145,82.09904753631035,101.25047783606296,7149.634540463634,8097.8399516455,43.913801681658676,97.28064611734933
166.9,2753.0586083208273,1783.5994128959471,81.98003707166575,101.09775005939164,7150.6600345384395,8099.104627789082,43.8733538806835,97.21543708197123
166.95000000000002,2752.151367451838,1782.486577146168,81.86122225812102,100.94529154189443,7151.684042205639,8100.367396518897,43.83292696276887,97.15022598170557
167,2751.24541823031,1781.3753805459603,81.74260272930219,100.7931017343892,7152.706565908579,8101.628261197253,43.792520967771594,97.0850129476122
167.05,2750.340758578231,1780.2658202811037,81.62417811957039,100.64118008893527,7153.727608086036,8102.887225179599,43.7521359353453,97.01979811038014
167.10000000000002,2749.437386421431,1779.1578935429952,81.50594806402107,100.48952605883125,7154.747171172213,8104.144291814541,43.71177190494124,96.95458160032858
167.15,2748.5352996895713,1778.051597528636,81.38791219848255,100.33813909861192,7155.765257596761,8105.399464443861,43.67142891580879,96.88936354740761
167.20000000000002,2747.6344963161387,1776.9469294406158,81.27007015951457,100.18701866404521,7156.781869784786,8106.65274640253,43.63110700699601,96.82414408119898
167.25,2746.734974238438,1775.8438864871052,81.15242158440748,100.03616421213003,7157.79701015685,8107.904141018723,43.59080621735042,96.75892333091707
167.3,2745.8367313975828,1774.7424658818381,81.03496611118048,99.88557520109273,7158.810681128988,8109.153651613837,43.550526585519364,96.69370142540949
167.35000000000002,2744.939765738487,1773.642664844103,80.91770337858082,99.73525109038495,7159.822885112717,8110.401281502502,43.51026814995084,96.62847849315814
167.4,2744.0440752098607,1772.5444805987281,80.80063302608237,99.58519134068061,7160.833624515038,8111.647033992601,43.47003094889399,96.56325466227986
167.45000000000002,2743.1496577641956,1771.4479103760696,80.68375469388407,99.43539541387278,7161.842901738454,8112.890912385281,43.429815020399644,96.49803006052716
167.5,2742.256511357766,1770.3529514119998,80.56706802290927,99.2858627730716,7162.850719180974,8114.1329199749725,43.38962040232104,96.43280481528927
167.55,2741.3646339506126,1769.2596009478927,80.45057265480382,99.13659288260078,7163.857079236123,8115.373060049401,43.3494471323143,96.36757905359269
167.60000000000002,2740.47402350654,1768.1678562306145,80.33426823193535,98.98758520799545,7164.861984292951,8116.611335889604,43.309295247839145,96.30235290210217
167.65,2739.584677993108,1767.077714512509,80.21815439739184,98.83883921599909,7165.86543673604,8117.8477507699445,43.2691647861594,96.23712648712147
167.70000000000002,2738.6965953816216,1765.9891730513846,80.10223079498003,98.6903543745606,7166.86743894552,8119.082307958131,43.22905578434356,96.17189993459405
167.75,2737.809773647126,1764.9022291105057,79.98649706922474,98.54213015283204,7167.867993297068,8120.315010715225,43.18896827926551,96.10667337010406
167.8,2736.9242107683963,1763.816879958575,79.87095286536704,98.39416602116529,7168.867102161926,8121.545862295661,43.14890230760493,96.04144691887689
167.85000000000002,2736.039904727933,1762.7331228697267,79.7555978293635,98.24646145110985,7169.864767906904,8122.774865947261,43.108857905848055,95.97622070578022
167.9,2735.1568535119522,1761.6509551235115,79.6404316078846,98.09901591540984,7170.860992894389,8124.002024911249,43.06883511028818,95.91099485532469
167.95000000000002,2734.2750551103773,1760.5703740048823,79.5254538483134,97.95182888800097,7171.855779482359,8125.227342422265,43.02883395702619,95.8457694916646
168,2733.394507516833,1759.4913768041872,79.41066419874468,97.80489984400852,7172.849130024389,8126.45082170838,42.98885448197127,95.78054473859892
168.05,2732.515208728636,1758.4139608171524,79.2960623079832,97.6582282597438,7173.8410468696575,8127.672465991114,42.948896720841354,95.7153207195718
168.10000000000002,2731.6371567467895,1757.338123344873,79.18164782554281,97.51181361270204,7174.831532362959,8128.892278485446,42.90896070916381,95.65009755767369
168.15,2730.7603495759745,1756.2638616938016,79.06742040164505,97.36565538155953,7175.820588844707,8130.110262399831,42.869046482275955,95.58487537564184
168.20000000000002,2729.884785224541,1755.1911731757314,78.9533796872177,97.21975304617048,7176.808218650956,8131.326420936218,42.82915407532562,95.51965429586114
168.25,2729.010461704503,1754.120055107791,78.8395253338939,97.07410608756497,7177.794424113394,8132.540757290056,42.78928352327183,95.45443444036509
168.3,2728.137377031528,1753.0505048124257,78.7258569940105,96.92871398794564,7178.779207559361,8133.753274650319,42.749434860885195,95.38921593083626
168.35000000000002,2727.265529224932,1751.9825196173917,78.61237432060707,96.78357623068541,7179.762571311855,8134.963976199516,42.70960812274868,95.32399888860739
168.4,2726.394916307671,1750.9160968557403,78.4990769674246,96.63869230032466,7180.744517689544,8136.172865113699,42.66980334325805,95.25878343466199
168.45000000000002,2725.525536306332,1749.851233865805,78.38596458890395,96.49406168256826,7181.72504900677,8137.379944562494,42.63002055662245,95.19356968963507
168.5,2724.657387251129,1748.7879279911947,78.27303684018504,96.34968386428338,7182.704167573559,8138.585217709096,42.590259796865034,95.1283577738141
168.55,2723.790467175891,1747.7261765807757,78.16029337710516,96.20555833349623,7183.681875695632,8139.788687710298,42.550521097823435,95.06314780713957
168.60000000000002,2722.92477411806,1746.6659769886653,78.04773385619804,96.06168457938992,7184.658175674413,8140.990357716502,42.51080449315045,94.99793990920595
168.65,2722.060306118679,1745.6073265742168,77.93535793469242,95.91806209230153,7185.633069807035,8142.19023087173,42.47111001631454,94.93273419926236
168.70000000000002,2721.197061222384,1744.5502227020067,77.82316527051067,95.77469036371917,7186.6065603863535,8143.388310313639,42.43143770060031,94.86753079621326
168.75,2720.335037477403,1743.4946627418285,77.71115552226786,95.63156888627994,7187.578649700949,8144.584599173536,42.39178757910927,94.80232981861943
